customer_id,Recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
C194398,536,3,3000.8,42.09,70.4,80.99,3.61,Medium Value Customer
C194401,369,2,2100.56,73.22,44.44,70.42,3.18,Medium Value Customer
C194402,393,1,1800.51,67.94,14.65,66.2,2.6,Low Value Customers
C194404,566,1,900.24,37.71,14.65,40.55,1.64,Low Value Customers
C194405,243,3,1856.96,94.0,70.4,67.74,3.62,Medium Value Customer
C194406,311,2,157.17,85.24,44.44,17.79,1.77,Low Value Customers
C194413,303,2,947.16,87.36,44.44,43.45,2.52,Low Value Customers
C194419,397,2,4500.08,67.09,44.44,92.32,3.76,Medium Value Customer
C194432,839,2,311.81,11.49,44.44,27.03,1.48,Lost Customers
C194438,590,2,615.85,34.57,44.44,34.87,1.88,Low Value Customers
C194444,474,3,2100.58,52.1,70.4,70.93,3.4,Medium Value Customer
C194451,1,3,5412.64,99.7,70.4,95.82,4.46,High value Customer
C194457,724,1,121.98,20.35,14.65,15.47,0.8,Lost Customers
C194459,360,4,5424.95,75.45,86.98,95.86,4.52,Top Customers
C194460,353,3,71.8,77.08,70.4,11.33,1.89,Low Value Customers
C194463,504,1,1800.51,47.03,14.65,66.2,2.44,Low Value Customers
C194480,668,2,1240.98,25.74,44.44,52.15,2.3,Low Value Customers
C194484,384,2,5850.16,69.95,44.44,96.84,3.91,Medium Value Customer
C194497,618,4,1821.42,31.1,86.98,67.0,3.36,Medium Value Customer
C194504,547,3,2850.48,40.43,70.4,80.26,3.58,Medium Value Customer
C194518,460,4,2351.44,54.64,86.98,73.66,3.73,Medium Value Customer
C194522,395,4,3948.15,67.53,86.98,89.62,4.28,High value Customer
C194523,417,4,9648.48,62.89,86.98,99.75,4.53,Top Customers
C194559,410,4,1871.57,64.44,86.98,67.92,3.64,Medium Value Customer
C194564,471,3,716.57,52.65,70.4,37.48,2.45,Low Value Customers
C194572,152,2,50.88,96.78,44.44,9.05,1.61,Low Value Customers
C194576,785,2,154.44,15.21,44.44,17.71,1.24,Lost Customers
C194598,484,3,2772.43,50.3,70.4,79.8,3.64,Medium Value Customer
C194604,378,2,3011.31,71.24,44.44,82.15,3.5,Medium Value Customer
C194606,349,2,3601.01,77.98,44.44,87.64,3.7,Medium Value Customer
C194615,307,5,4241.82,86.3,95.22,91.35,4.58,Top Customers
C194621,395,3,3000.8,67.53,70.4,80.99,3.8,Medium Value Customer
C194651,1014,1,1200.32,2.12,14.65,48.18,1.59,Lost Customers
C194655,481,1,1800.51,50.85,14.65,66.2,2.47,Low Value Customers
C194657,734,3,1805.72,19.41,70.4,66.56,3.03,Medium Value Customer
C194658,661,2,162.64,26.46,44.44,18.45,1.35,Lost Customers
C194664,747,4,6277.45,18.3,86.98,97.55,4.14,High value Customer
C194674,520,2,61.58,44.53,44.44,10.22,1.25,Lost Customers
C194679,449,2,1226.47,56.59,44.44,51.45,2.51,Low Value Customers
C194680,1021,1,71.68,1.81,14.65,11.01,0.53,Lost Customers
C194681,913,1,35.84,7.08,14.65,6.63,0.45,Lost Customers
C194691,307,3,4501.25,86.3,70.4,92.53,4.27,High value Customer
C194707,370,2,3176.15,72.96,44.44,84.36,3.57,Medium Value Customer
C194721,121,3,2700.16,97.64,70.4,78.24,3.95,Medium Value Customer
C194729,361,4,467.95,75.2,86.98,30.61,2.65,Low Value Customers
C194752,397,3,2279.76,67.09,70.4,73.25,3.58,Medium Value Customer
C194753,486,3,1700.52,49.96,70.4,64.17,3.19,Medium Value Customer
C194754,290,1,23.46,88.5,14.65,4.33,0.99,Lost Customers
C194773,966,1,107.52,4.32,14.65,14.26,0.64,Lost Customers
C194774,620,3,6300.58,30.83,70.4,97.61,4.0,Medium Value Customer
C194782,773,3,1805.71,16.12,70.4,66.53,3.0,Low Value Customers
C194785,756,1,162.64,17.51,14.65,18.45,0.86,Lost Customers
C194791,288,5,5708.48,89.05,95.22,96.61,4.75,Top Customers
C194794,764,1,1500.4,16.85,14.65,57.94,1.98,Low Value Customers
C194795,426,2,1343.68,61.04,44.44,54.56,2.63,Low Value Customers
C194805,303,3,3444.27,87.36,70.4,86.71,4.11,High value Customer
C194809,484,3,4224.63,50.3,70.4,91.18,3.96,Medium Value Customer
C194810,406,6,2934.13,65.25,98.47,80.69,4.17,High value Customer
C194815,184,3,1100.36,95.26,70.4,46.14,3.01,Medium Value Customer
C194818,625,1,143.36,30.26,14.65,16.99,0.92,Lost Customers
C194820,916,2,4201.17,6.89,44.44,90.82,3.26,Medium Value Customer
C194824,998,1,4200.0,2.78,14.65,90.42,2.8,Low Value Customers
C194828,306,1,203.3,86.57,14.65,21.5,1.47,Lost Customers
C194836,92,4,1621.6,97.94,86.98,62.79,3.74,Medium Value Customer
C194858,1014,1,1200.32,2.12,14.65,48.18,1.59,Lost Customers
C194860,370,2,2100.56,72.96,44.44,70.42,3.18,Medium Value Customer
C194869,527,3,1095.13,43.46,70.4,46.09,2.63,Low Value Customers
C194879,816,2,623.62,13.05,44.44,35.19,1.72,Low Value Customers
C194881,153,3,215.27,96.51,70.4,22.48,2.35,Low Value Customers
C194882,818,1,203.3,12.92,14.65,21.5,0.91,Lost Customers
C194884,291,2,26.15,88.21,44.44,5.41,1.44,Lost Customers
C194885,243,4,493.15,94.0,86.98,30.88,2.8,Low Value Customers
C194889,121,6,2107.3,97.64,98.47,71.17,4.14,High value Customer
C194903,740,1,40.66,18.85,14.65,7.57,0.56,Lost Customers
C194904,748,5,7572.56,18.23,95.22,99.05,4.29,High value Customer
C194912,404,2,4650.4,65.71,44.44,93.14,3.77,Medium Value Customer
C194916,632,1,20.92,29.46,14.65,3.72,0.53,Lost Customers
C194929,726,4,1841.55,20.18,86.98,67.55,3.29,Medium Value Customer
C194939,558,2,707.69,38.86,44.44,37.43,1.98,Low Value Customers
C194940,469,3,1221.24,53.02,70.4,51.11,2.84,Low Value Customers
C194941,215,8,6618.09,94.33,99.88,98.16,4.9,Top Customers
C194944,485,2,2700.76,50.13,44.44,79.01,3.25,Medium Value Customer
C194952,785,3,189.82,15.21,70.4,20.57,1.69,Low Value Customers
C194956,121,5,1444.86,97.64,95.22,56.19,3.67,Medium Value Customer
C194976,442,3,1618.38,57.96,70.4,62.77,3.21,Medium Value Customer
C194978,840,1,107.52,11.43,14.65,14.26,0.7,Lost Customers
C194988,618,4,1561.54,31.1,86.98,61.7,3.21,Medium Value Customer
C194993,627,2,84.8,30.06,44.44,12.98,1.22,Lost Customers
C194996,402,4,1262.31,66.13,86.98,52.91,3.22,Medium Value Customer
C195006,123,3,3036.92,97.05,70.4,82.7,4.07,High value Customer
C195013,842,2,310.82,11.32,44.44,26.97,1.48,Lost Customers
C195015,760,3,306.41,17.2,70.4,26.76,1.88,Low Value Customers
C195028,569,3,3300.88,37.32,70.4,85.31,3.7,Medium Value Customer
C195031,303,3,1327.09,87.36,70.4,54.36,3.19,Medium Value Customer
C195033,371,1,35.84,72.73,14.65,6.63,0.94,Lost Customers
C195036,303,3,2243.36,87.36,70.4,72.85,3.72,Medium Value Customer
C195039,435,2,915.39,59.29,44.44,42.22,2.27,Low Value Customers
C195060,372,4,2325.24,72.54,86.98,73.56,3.86,Medium Value Customer
C195062,1010,1,1500.4,2.28,14.65,57.94,1.87,Low Value Customers
C195075,357,4,1428.79,76.17,86.98,56.02,3.39,Medium Value Customer
C195097,637,3,1241.62,28.92,70.4,52.31,2.69,Low Value Customers
C195103,245,3,1235.52,93.39,70.4,51.82,3.16,Medium Value Customer
C195105,310,4,2147.14,85.51,86.98,72.04,3.91,Medium Value Customer
C195114,723,3,210.58,20.43,70.4,22.24,1.77,Low Value Customers
C195131,503,2,1200.32,47.21,44.44,48.18,2.35,Low Value Customers
C195134,954,2,1521.32,4.96,44.44,60.21,2.38,Low Value Customers
C195140,92,6,5022.31,97.94,98.47,94.2,4.8,Top Customers
C195143,412,3,1114.12,64.06,70.4,46.4,2.79,Low Value Customers
C195161,450,2,1200.32,56.4,44.44,48.18,2.42,Low Value Customers
C195164,377,3,427.29,71.44,70.4,30.1,2.38,Low Value Customers
C195167,604,1,121.98,32.87,14.65,15.47,0.89,Lost Customers
C195171,921,1,5.23,6.64,14.65,0.45,0.27,Lost Customers
C195180,375,3,3600.96,71.91,70.4,87.33,4.01,High value Customer
C195192,352,4,1659.45,77.3,86.98,63.5,3.61,Medium Value Customer
C195197,694,2,1800.48,23.12,44.44,65.35,2.66,Low Value Customers
C195213,509,1,1500.4,46.27,14.65,57.94,2.2,Low Value Customers
C195219,656,3,1184.86,26.97,70.4,46.87,2.52,Low Value Customers
C195222,521,2,1800.48,44.35,44.44,65.35,2.82,Low Value Customers
C195224,362,4,2029.93,74.95,86.98,69.57,3.76,Medium Value Customer
C195249,408,4,362.69,64.82,86.98,28.76,2.52,Low Value Customers
C195251,481,4,3901.06,50.85,86.98,89.04,4.14,High value Customer
C195263,319,3,1655.39,83.2,70.4,63.47,3.42,Medium Value Customer
C195271,418,1,600.16,62.67,14.65,32.63,1.61,Low Value Customers
C195284,690,4,1881.8,23.52,86.98,68.08,3.33,Medium Value Customer
C195285,349,1,600.16,77.98,14.65,32.63,1.72,Low Value Customers
C195289,671,2,1253.3,25.47,44.44,52.67,2.31,Low Value Customers
C195315,604,2,310.54,32.87,44.44,26.86,1.63,Low Value Customers
C195316,486,3,3000.83,49.96,70.4,81.25,3.68,Medium Value Customer
C195341,347,5,4552.08,78.5,95.22,92.88,4.57,Top Customers
C195342,870,1,300.08,9.58,14.65,25.49,1.0,Lost Customers
C195364,243,3,3298.13,94.0,70.4,85.17,4.12,High value Customer
C195368,589,5,1897.27,34.71,95.22,68.27,3.54,Medium Value Customer
C195379,784,3,462.72,15.29,70.4,30.51,1.97,Low Value Customers
C195384,650,3,1536.24,27.63,70.4,60.83,2.93,Low Value Customers
C195388,752,5,4476.97,17.86,95.22,92.28,4.1,High value Customer
C195394,636,2,1062.88,29.02,44.44,45.59,2.14,Low Value Customers
C195396,630,5,386.86,29.7,95.22,29.44,2.4,Low Value Customers
C195401,432,2,260.52,59.86,44.44,23.74,1.75,Low Value Customers
C195405,442,1,20.92,57.96,14.65,3.72,0.75,Lost Customers
C195413,454,1,300.08,55.7,14.65,25.49,1.35,Lost Customers
C195422,664,1,300.08,26.18,14.65,25.49,1.13,Lost Customers
C195462,334,4,565.42,81.72,86.98,31.43,2.73,Low Value Customers
C195476,1056,1,20.92,0.32,14.65,3.72,0.31,Lost Customers
C195491,592,1,2100.0,34.32,14.65,69.93,2.46,Low Value Customers
C195496,311,4,4923.32,85.24,86.98,93.97,4.54,Top Customers
C195499,481,2,2700.76,50.85,44.44,79.01,3.26,Medium Value Customer
C195508,351,5,3277.37,77.52,95.22,85.07,4.34,High value Customer
C195510,62,3,949.85,98.56,70.4,43.5,2.96,Low Value Customers
C195517,831,1,20.92,12.05,14.65,3.72,0.4,Lost Customers
C195525,581,2,615.31,35.77,44.44,34.74,1.88,Low Value Customers
C195527,657,5,5779.65,26.84,95.22,96.75,4.29,High value Customer
C195540,323,1,15.69,82.2,14.65,2.79,0.9,Lost Customers
C195555,460,6,12954.21,54.64,98.47,99.99,4.64,Top Customers
C195560,280,1,4200.0,91.36,14.65,90.42,3.47,Medium Value Customer
C195569,931,1,1500.4,6.15,14.65,57.94,1.9,Low Value Customers
C195575,469,3,406.6,53.02,70.4,29.69,2.23,Low Value Customers
C195579,646,2,56.35,28.07,44.44,9.42,1.1,Lost Customers
C195589,946,1,10.46,5.34,14.65,1.35,0.28,Lost Customers
C195609,154,2,2426.83,96.19,44.44,75.89,3.51,Medium Value Customer
C195626,587,4,1355.44,34.99,86.98,54.78,3.04,Medium Value Customer
C195631,508,3,2472.32,46.43,70.4,76.6,3.52,Medium Value Customer
C195633,388,1,81.32,69.04,14.65,12.44,1.08,Lost Customers
C195646,970,2,1062.88,4.09,44.44,45.59,1.95,Low Value Customers
C195655,386,3,2544.0,69.48,70.4,77.26,3.71,Medium Value Customer
C195660,552,1,15.69,39.65,14.65,2.79,0.58,Lost Customers
C195662,1064,1,40.66,0.05,14.65,7.57,0.42,Lost Customers
C195663,308,2,2243.36,86.04,44.44,72.85,3.34,Medium Value Customer
C195673,1034,1,1200.34,1.32,14.65,49.84,1.64,Low Value Customers
C195710,952,1,107.52,5.06,14.65,14.26,0.65,Lost Customers
C195722,448,3,1206.24,56.8,70.4,50.37,2.85,Low Value Customers
C195728,562,2,610.62,38.29,44.44,34.54,1.89,Low Value Customers
C195731,437,2,284.62,58.9,44.44,24.24,1.75,Low Value Customers
C195742,154,3,942.08,96.19,70.4,43.34,2.94,Low Value Customers
C195755,283,4,707.09,90.49,86.98,37.31,2.96,Low Value Customers
C195761,607,3,213.76,32.51,70.4,22.27,1.86,Low Value Customers
C195762,520,3,6522.0,44.53,70.4,98.0,4.11,High value Customer
C195767,508,7,4073.98,46.43,99.53,89.97,4.31,High value Customer
C195776,364,5,4222.09,74.43,95.22,91.16,4.49,High value Customer
C195780,593,2,330.38,34.18,44.44,27.89,1.67,Low Value Customers
C195788,312,2,41.07,85.0,44.44,8.06,1.49,Lost Customers
C195789,796,1,1800.51,14.45,14.65,66.2,2.2,Low Value Customers
C195793,306,1,46.92,86.57,14.65,8.8,1.11,Lost Customers
C195794,482,3,657.54,50.66,70.4,36.37,2.4,Low Value Customers
C195795,215,3,671.84,94.33,70.4,36.68,2.74,Low Value Customers
C195802,895,1,203.3,8.13,14.65,21.5,0.88,Lost Customers
C195813,511,4,2029.93,45.99,86.98,69.58,3.55,Medium Value Customer
C195821,374,2,422.06,72.11,44.44,29.97,2.02,Low Value Customers
C195823,635,5,1048.78,29.14,95.22,45.06,2.84,Low Value Customers
C195828,0,5,4741.84,100.0,95.22,93.38,4.74,Top Customers
C195834,351,3,981.56,77.52,70.4,44.09,2.82,Low Value Customers
C195835,608,2,2416.37,32.4,44.44,75.57,3.02,Medium Value Customer
C195836,850,1,900.24,10.82,14.65,40.55,1.44,Lost Customers
C195839,343,2,45.65,79.5,44.44,8.52,1.46,Lost Customers
C195849,513,3,1343.68,45.65,70.4,54.62,2.88,Low Value Customers
C195855,837,2,610.62,11.65,44.44,34.54,1.69,Low Value Customers
C195863,482,2,91.78,50.66,44.44,13.3,1.38,Lost Customers
C195868,471,3,1109.8,52.65,70.4,46.37,2.7,Low Value Customers
C195869,864,1,4200.0,10.02,14.65,90.42,2.86,Low Value Customers
C195879,184,2,3901.08,95.26,44.44,89.14,3.88,Medium Value Customer
C195897,546,1,121.98,40.6,14.65,15.47,0.95,Lost Customers
C195900,406,1,5.23,65.25,14.65,0.45,0.71,Lost Customers
C195930,963,1,600.16,4.49,14.65,32.63,1.17,Lost Customers
C195931,278,4,1990.14,91.99,86.98,69.26,3.88,Medium Value Customer
C195940,876,1,143.36,9.23,14.65,16.99,0.76,Lost Customers
C195945,377,4,4353.45,71.44,86.98,91.89,4.37,High value Customer
C195949,152,4,3277.88,96.78,86.98,85.07,4.37,High value Customer
C195960,440,4,370.77,58.32,86.98,28.91,2.48,Low Value Customers
C195970,511,2,3163.49,45.99,44.44,84.25,3.37,Medium Value Customer
C195972,245,2,1272.0,93.39,44.44,53.06,2.83,Low Value Customers
C195975,381,2,2522.66,70.61,44.44,77.15,3.35,Medium Value Customer
C195985,993,1,35.19,3.07,14.65,6.16,0.4,Lost Customers
C196028,62,3,1942.43,98.56,70.4,68.7,3.68,Medium Value Customer
C196029,700,1,11.73,22.55,14.65,1.97,0.43,Lost Customers
C196033,440,3,4501.24,58.32,70.4,92.46,4.06,High value Customer
C196034,438,7,1970.96,58.71,99.53,69.1,3.8,Medium Value Customer
C196044,422,3,610.62,61.86,70.4,34.46,2.43,Low Value Customers
C196053,277,2,1521.32,92.28,44.44,60.21,3.03,Medium Value Customer
C196056,585,3,1256.67,35.28,70.4,52.69,2.75,Low Value Customers
C196063,417,1,71.68,62.89,14.65,11.01,0.99,Lost Customers
C196101,61,4,7573.21,98.85,86.98,99.05,4.78,Top Customers
C196103,339,4,2003.78,80.42,86.98,69.35,3.8,Medium Value Customer
C196123,395,1,5.23,67.53,14.65,0.45,0.72,Lost Customers
C196130,489,2,407.6,49.47,44.44,29.77,1.84,Low Value Customers
C196134,515,2,3144.21,45.34,44.44,83.69,3.35,Medium Value Customer
C196143,334,2,2416.37,81.72,44.44,75.57,3.39,Medium Value Customer
C196149,512,3,2266.03,45.82,70.4,73.15,3.41,Medium Value Customer
C196150,184,1,46.92,95.26,14.65,8.8,1.17,Lost Customers
C196152,470,2,1205.57,52.85,44.44,50.35,2.45,Low Value Customers
C196154,698,1,1500.4,22.72,14.65,57.94,2.03,Low Value Customers
C196155,541,2,910.7,41.39,44.44,42.07,2.13,Low Value Customers
C196156,393,4,77.91,67.94,86.98,11.91,2.07,Low Value Customers
C196170,753,1,600.16,17.76,14.65,32.63,1.27,Lost Customers
C196181,379,2,301.18,71.02,44.44,26.56,1.91,Low Value Customers
C196187,609,2,284.62,32.27,44.44,24.24,1.56,Lost Customers
C196188,420,1,15.69,62.26,14.65,2.79,0.75,Lost Customers
C196190,486,4,311.8,49.96,86.98,27.01,2.36,Low Value Customers
C196211,420,2,1643.76,62.26,44.44,63.25,2.89,Low Value Customers
C196214,593,2,321.0,34.18,44.44,27.38,1.66,Low Value Customers
C196216,503,2,198.48,47.21,44.44,20.82,1.57,Lost Customers
C196220,448,4,1669.32,56.8,86.98,63.77,3.46,Medium Value Customer
C196221,154,4,3754.83,96.19,86.98,88.55,4.46,High value Customer
C196225,569,1,1050.0,37.32,14.65,45.23,1.77,Low Value Customers
C196229,367,4,3616.65,73.7,86.98,87.84,4.27,High value Customer
C196248,744,1,20.92,18.52,14.65,3.72,0.45,Lost Customers
C196249,854,1,600.16,10.61,14.65,32.63,1.21,Lost Customers
C196255,654,3,1800.48,27.18,70.4,65.35,3.05,Medium Value Customer
C196256,1020,1,15.15,1.85,14.65,2.25,0.28,Lost Customers
C196260,459,5,1943.19,54.82,95.22,68.7,3.7,Medium Value Customer
C196262,866,1,81.32,9.87,14.65,12.44,0.63,Lost Customers
C196263,479,2,306.0,51.2,44.44,26.73,1.77,Low Value Customers
C196271,678,5,1989.27,24.76,95.22,69.24,3.49,Medium Value Customer
C196273,451,4,4419.81,56.23,86.98,92.17,4.27,High value Customer
C196276,661,2,743.52,26.46,44.44,37.91,1.9,Low Value Customers
C196279,154,4,2344.55,96.19,86.98,73.63,4.04,High value Customer
C196293,774,2,2522.66,16.03,44.44,77.15,2.94,Low Value Customers
C196296,981,1,121.98,3.58,14.65,15.47,0.67,Lost Customers
C196301,413,3,2105.79,63.84,70.4,71.12,3.49,Medium Value Customer
C196304,359,1,1200.32,75.69,14.65,48.18,2.15,Low Value Customers
C196309,401,1,179.2,66.33,14.65,19.82,1.27,Lost Customers
C196316,408,2,1500.4,64.82,44.44,57.94,2.76,Low Value Customers
C196330,556,3,5550.64,39.14,70.4,96.19,4.02,High value Customer
C196334,713,2,2441.34,21.38,44.44,76.23,2.96,Low Value Customers
C196341,490,3,2603.97,49.3,70.4,77.85,3.57,Medium Value Customer
C196381,759,1,600.16,17.28,14.65,32.63,1.26,Lost Customers
C196385,639,1,81.32,28.71,14.65,12.44,0.77,Lost Customers
C196401,931,1,10.46,6.15,14.65,1.35,0.29,Lost Customers
C196420,899,2,615.85,7.88,44.44,34.87,1.68,Low Value Customers
C196429,365,4,655.0,74.18,86.98,36.31,2.81,Low Value Customers
C196441,351,3,1119.23,77.52,70.4,46.44,2.89,Low Value Customers
C196457,646,3,844.12,28.07,70.4,39.11,2.31,Low Value Customers
C196469,808,2,1800.48,13.65,44.44,65.35,2.59,Low Value Customers
C196476,413,1,600.16,63.84,14.65,32.63,1.61,Low Value Customers
C196502,353,3,386.86,77.08,70.4,29.46,2.4,Low Value Customers
C196512,30,2,1322.3,99.41,44.44,54.19,2.91,Low Value Customers
C196523,360,2,326.23,75.45,44.44,27.75,1.98,Low Value Customers
C196524,482,3,2426.79,50.66,70.4,75.82,3.53,Medium Value Customer
C196534,639,4,2757.48,28.71,86.98,79.67,3.7,Medium Value Customer
C196550,317,5,3637.62,83.74,95.22,88.01,4.47,High value Customer
C196566,805,4,5308.77,13.84,86.98,95.33,4.04,High value Customer
C196571,849,1,600.16,10.89,14.65,32.63,1.22,Lost Customers
C196587,503,2,5453.3,47.21,44.44,95.97,3.71,Medium Value Customer
C196588,699,3,1643.76,22.63,70.4,63.19,2.96,Low Value Customers
C196594,363,7,2376.64,74.68,99.53,73.76,4.06,High value Customer
C196601,341,3,2222.54,79.99,70.4,72.71,3.66,Medium Value Customer
C196615,455,1,2400.68,55.53,14.65,74.95,2.76,Low Value Customers
C196616,277,3,1932.95,92.28,70.4,68.65,3.63,Medium Value Customer
C196625,767,2,3036.04,16.62,44.44,82.62,3.1,Medium Value Customer
C196635,988,1,900.24,3.28,14.65,40.55,1.39,Lost Customers
C196651,417,1,179.2,62.89,14.65,19.82,1.24,Lost Customers
C196654,472,3,2243.93,52.46,70.4,72.89,3.46,Medium Value Customer
C196666,577,1,300.08,36.32,14.65,25.49,1.2,Lost Customers
C196676,405,3,2222.54,65.48,70.4,72.71,3.55,Medium Value Customer
C196687,351,3,3961.68,77.52,70.4,89.65,4.12,High value Customer
C196697,213,4,2481.96,94.95,86.98,76.73,4.12,High value Customer
C196703,780,3,6605.91,15.56,70.4,98.14,3.9,Medium Value Customer
C196726,459,1,121.98,54.82,14.65,15.47,1.06,Lost Customers
C196729,894,1,300.08,8.17,14.65,25.49,0.99,Lost Customers
C196738,540,3,987.61,41.54,70.4,44.25,2.56,Low Value Customers
C196740,184,2,1307.86,95.26,44.44,53.96,2.87,Low Value Customers
C196748,286,1,40.66,89.59,14.65,7.57,1.09,Lost Customers
C196749,286,4,4801.32,89.59,86.98,93.56,4.56,Top Customers
C196753,302,5,3781.62,87.63,95.22,88.67,4.52,Top Customers
C196755,373,4,2441.06,72.33,86.98,76.14,3.93,Medium Value Customer
C196757,287,6,7849.1,89.32,98.47,99.2,4.88,Top Customers
C196769,516,3,4288.95,45.19,70.4,91.63,3.94,Medium Value Customer
C196780,703,1,1200.32,22.29,14.65,48.18,1.75,Low Value Customers
C196800,487,2,83.41,49.79,44.44,12.96,1.37,Lost Customers
C196813,483,3,2416.36,50.47,70.4,75.54,3.52,Medium Value Customer
C196824,311,1,15.69,85.24,14.65,2.79,0.92,Lost Customers
C196826,290,4,94.14,88.5,86.98,13.42,2.26,Low Value Customers
C196831,601,2,1530.7,33.21,44.44,60.66,2.6,Low Value Customers
C196834,395,2,41.3,67.53,44.44,8.08,1.36,Lost Customers
C196845,464,2,177.79,53.91,44.44,19.43,1.58,Lost Customers
C196846,243,5,3382.22,94.0,95.22,86.44,4.5,High value Customer
C196856,784,2,3300.91,15.29,44.44,85.47,3.17,Medium Value Customer
C196870,30,2,381.4,99.41,44.44,29.23,2.2,Low Value Customers
C196874,721,1,900.24,20.63,14.65,40.55,1.52,Lost Customers
C196878,359,2,2120.92,75.69,44.44,71.45,3.23,Medium Value Customer
C196881,466,2,1200.32,53.54,44.44,48.18,2.4,Low Value Customers
C196884,1000,1,40.66,2.69,14.65,7.57,0.44,Lost Customers
C196893,605,3,2303.86,32.76,70.4,73.4,3.32,Medium Value Customer
C196894,980,1,3000.85,3.62,14.65,81.7,2.56,Low Value Customers
C196903,492,3,3627.16,48.99,70.4,87.94,3.86,Medium Value Customer
C196906,274,5,1949.64,93.1,95.22,68.81,3.99,Medium Value Customer
